gene,C1,C2,C3,C4,C5,T1,T2,T3,T4,T5
ABAT,7.91491865,6.590854179,7.670106581,18.03159902,14.5822816,14.90292314,18.80518425,22.0603663,4.360167119,7.039660675
ABCA1,154.9565185,109.9793867,53.75686767,29.98872319,96.12153957,75.66932162,72.50533325,48.85009199,151.2105957,13.69830879
ABCA10,10.61302647,4.92117112,4.92605983,2.237964417,11.34177458,13.2430334,10.98320029,0.508855125,0.261610027,1.070463866
ABCA11P,5.436669677,5.975707789,3.570566857,2.65358638,2.875949983,3.969301563,4.012313019,1.795959264,2.047243801,3.519830338
ABCA13,0.087943541,0.307573195,1.388553778,2.941324662,0.324050702,0.252591918,0.607926215,4.040908345,9.156350949,5.152741319
ABCA2,26.55894925,31.81185617,35.2097565,19.43831951,30.17722165,25.69220648,27.80249223,59.44625165,43.54353562,32.27720707
ABCA3,17.23693395,18.27863559,9.85211966,2.205993497,7.898735869,3.752794205,3.728614119,0.508855125,1.598727943,10.77721248
ABCA5,26.11923154,19.68468448,18.41486795,20.71715632,49.82279548,64.37485445,72.99167422,11.31454337,9.040079826,8.944723487
ABCA6,36.76039995,21.70587976,18.54711117,6.490096809,31.95950051,20.64036813,13.98230295,0.448989816,2.964913641,1.378902607
ABCA7,2.418447365,4.52571987,21.22503631,7.545137177,9.478483042,7.144742814,10.61844456,4.819157359,17.87668519,4.989450221
ABCA8,46.43418941,33.4376002,12.33167998,14.25903043,57.19494896,51.20399017,32.01744733,0.299326544,0.639491177,5.279745507
ABCA9,35.22138799,14.80745239,4.463208571,3.484830306,27.09873998,17.60926512,10.4563309,0.299326544,1.220846793,0.254008375
ABCB1,4.045402865,4.613597925,8.166018644,10.64631644,32.97215896,45.1778687,42.99862119,2.065353154,0.901101205,2.394936106
ABCB10,8.00286219,9.930220297,9.091721162,20.17365067,13.08354711,13.02652604,14.34705868,15.44524967,11.24923117,19.26834958
ABCB11,0.04397177,0.087878056,0.396729651,1.566575092,5.873418979,8.119025925,9.524177369,0.029932654,0.232542246,0.036286911
ABCB4,1.099294257,0.790902502,5.421971893,0.415621963,1.215190134,1.299044148,1.906861895,0.179595926,0.697626739,0.23586492
ABCB5,1.451068419,0.703024446,1.71916182,0.863214847,2.106329565,1.479466946,0.851096701,0,0.058135562,0
ABCB6,4.265261717,4.701475981,2.446499513,8.855944907,2.835443645,2.381580938,2.43170486,4.220504271,3.226523668,12.11982817
ABCB7,11.74046266,11.86353752,11.24067344,13.04413546,10.20759712,11.1862135,9.362063712,18.6480437,11.33643451,15.22235904
ABCB8,6.639737312,10.06203738,6.083187978,10.39054908,6.521520384,6.350882501,10.13210358,6.136194153,6.918131828,9.380166415
ABCB9,1.011350716,1.318170836,1.520796994,0.799273006,2.227848578,2.16507358,1.985892302,1.137440867,1.046440108,1.778058624
ABCC1,43.13630664,57.47224844,47.31001085,37.46991852,28.71899349,28.03770286,31.89586208,103.0281965,62.23411867,29.70083641
ABCC10,7.826975109,12.56656197,8.628869903,9.495363312,7.69620418,10.28409951,11.8748254,11.94312911,11.83058678,19.6675056
ABCC13,0.04397177,0.175756111,0.462851259,1.854313374,2.956962659,3.897132444,3.282801561,0.089797963,0,0.054430366
ABCC3,1.846814352,14.49987919,34.449358,222.6135176,84.82027133,117.3109035,132.4468581,53.36992281,106.6787555,45.41306874
ABCC4,29.72491671,25.48463616,16.76182774,20.94095276,20.77975129,23.49104834,23.7496508,21.0725887,26.01566381,7.765398889
ABCC5,24.84405021,31.28458784,24.72948156,19.18255215,22.60253649,24.86226161,24.51969067,21.52157852,15.52219494,12.80927948
ABCC6,1.603650462,0.956113246,4.439074184,4.920004916,7.599394032,8.364761776,10.13291415,9.769419745,3.094265265,4.893289908
ABCC6P1,0.050127818,0.36205759,0.309779736,2.184892689,1.369114217,1.828765484,2.395634571,1.044948965,1.481584787,0.746603188
ABCC9,50.39164874,47.19051592,6.810525671,4.507899754,23.33165057,10.35626862,4.86340972,1.406834757,9.737706565,4.17299473
ABCD1,9.453930609,13.31352544,4.992181438,4.603812515,5.630380952,5.44876851,4.377068748,5.477675756,12.73168799,12.66413183
ABCD2,2.418447365,2.899975839,3.20689801,1.726429693,2.389873929,1.732058864,1.945363888,0.26939389,1.191779012,0.489873294
ABCD3,25.94334446,30.84519756,18.91078002,99.84518392,45.7721617,55.24546085,58.64461554,32.53679534,27.3818495,47.39070537
ABCD4,7.95889042,7.030244458,8.728052316,6.138416687,8.506330935,8.191195044,10.82108663,4.070840999,5.581013912,16.18396217
ABCE1,19.21566361,13.97261086,30.81266954,37.94948233,19.7265865,20.13518429,20.345264,41.15739981,43.4272645,69.41686017
ABCF1,22.82134877,28.34067297,27.47352831,27.84667153,25.80253717,22.98586451,25.37078737,29.24420335,29.73633975,50.09408022
ABCF2,19.523466,16.8725867,17.9520167,21.45248748,15.31139568,15.19159962,16.08978049,39.062114,24.47507143,31.8961945
ABCF3,10.06953539,10.7211228,13.75329456,16.14531472,14.62278794,15.37202242,16.61664988,18.58817839,14.62109374,14.20632554
ABCG1,18.77594591,5.184805288,16.19979407,7.129515214,14.86582597,13.78430179,15.23868379,18.97730289,46.71192373,2.993670133
ABCG2,3.429798082,1.757561114,2.810168359,28.19835165,17.86329496,21.2898902,16.61664988,0.239461235,0.72669452,9.59788788
ABHD10,7.91491865,8.612049461,10.9431262,10.1028108,8.141773895,7.722095769,8.713609082,9.638314719,14.38855149,17.38143022
ABHD11,2.110644973,2.943914867,5.851762348,17.96765718,9.721521069,12.84610324,14.79287123,25.77201544,10.40626552,21.95358097
ABHD11-AS1,0,0.087878056,0.595094476,1.182924049,1.215190134,1.623805185,1.21585243,0.868046978,0.37788115,1.215611508
ABHD12,8.486551663,9.095378767,11.80270711,18.06356994,17.53924426,19.08873206,18.60254218,46.5452776,19.38820979,14.69619883
ABHD13,16.13763969,11.99535461,11.7365855,14.83450699,10.9367112,11.69139733,11.22637077,16.73235381,15.26058492,43.61686666
ABHD14A,2.946108608,1.889378198,2.234579758,1.758400613,1.579747174,1.732058864,1.418494502,0.987777595,1.162711232,1.850632446
ABHD14B,8.618466974,6.722671263,17.32386141,21.38854564,19.7265865,20.53211445,22.00692898,22.68895204,8.778469799,19.57678832
ABHD15,4.70497942,5.096927232,9.025599554,12.40471705,7.858229531,10.10367671,9.118893226,7.752557491,9.476096538,8.944723487
ABHD16A,9.849676542,12.12717169,10.01742368,13.71552478,9.113926002,11.98007381,12.36116637,14.93639455,18.16736299,25.4371244
ABHD17A,11.78443443,12.78625711,14.51369306,13.4277865,13.77215485,10.60886054,11.83429699,9.09952694,13.45838251,10.54134756
ABHD17B,5.144697122,5.052988204,12.26555837,11.38164761,7.088609113,8.082941365,8.916251154,11.97306176,7.208809636,9.253162228
ABHD17C,2.110644973,5.009049176,10.87700459,69.0252168,24.62785337,35.32678391,39.51520398,24.45497865,17.0918551,37.23037038
ABHD2,82.62295635,50.3101869,69.26238486,258.13321,82.30887838,86.92770424,89.64885251,84.64954666,170.7150766,171.455653
ABHD3,3.869515784,3.339366117,12.72840963,28.23032257,22.03544776,29.55325437,29.62627088,7.034173785,9.301689853,8.436706737
ABHD4,12.04826506,15.73017197,8.099897036,6.61798049,10.77468585,10.32018406,9.605234198,3.472187911,9.766774346,15.83923652
ABHD5,12.92770046,10.85293988,8.199079448,22.73132429,26.41013224,21.07338285,18.15672962,11.64380256,9.970248811,7.329955961
ABHD6,6.200019609,7.865085987,3.868114095,8.632148465,3.686076739,4.618823637,5.51186435,4.789224705,3.371862572,2.431223017
ABHD8,4.924838271,4.701475981,3.868114095,1.470662331,1.660759849,1.876397103,1.134795601,0.538787779,2.267286902,0.689451303
ABI1,25.06390906,23.15586768,39.37541783,45.87827055,27.58481603,29.48108525,33.84122597,34.84160973,51.3046331,40.33290124
ABI2,63.49523628,54.96772385,23.07644135,15.09027435,17.78228229,18.69180191,15.72502476,33.01571781,36.74167492,13.80716952
ABI3,2.286532054,2.284829449,15.93530764,4.348045153,3.969621103,4.005386123,5.066051792,2.185083772,6.947199609,2.322362285
ABI3BP,66.48531666,56.54952886,53.06259078,22.18781865,46.46076944,33.73906329,25.00603165,1.736093956,1.308050136,2.739661758
ABL1,196.773672,140.5170111,52.50055711,73.46917472,91.50381706,77.32921137,76.11236212,86.08631407,36.36379377,46.93711899
ABL2,39.22281909,37.56786882,26.11803534,19.85394147,61.28608907,30.13060732,27.72143541,31.33948916,49.73497293,30.39028771
ABLIM1,64.81438939,44.77386939,90.91721162,188.0529529,129.0531922,123.4813632,134.6759208,83.78149968,101.1558772,94.67255001
ABLIM2,4.221289946,1.977256254,2.115891471,1.37474957,4.172152792,3.861047884,4.741824477,7.06410644,5.261268323,10.5232041
ABLIM3,14.81848658,10.23779349,9.058660358,4.635783435,22.44051113,7.54167297,6.200847393,1.646295992,17.96388853,2.775948668
ABO,0.395745932,2.284829449,3.603627661,13.23596098,10.49114149,15.01117682,21.11530387,6.585183969,1.598727943,13.15400513
ABR,59.05408748,69.68729819,85.82584777,128.267332,109.8531881,125.5020985,153.764804,74.7119054,82.61063301,36.92193164
ABRACL,0.659576554,1.801500142,12.46392319,20.07773791,9.640508393,12.48525764,13.21226307,15.77450887,13.19677248,20.77425637
ABT1,5.936188987,5.843890706,8.496626686,10.23069448,8.182280233,8.155110485,9.15942164,9.728112682,8.284317525,16.456114
ABTB1,10.28939424,14.80745239,9.223964379,3.261033865,9.88354642,6.423051621,5.066051792,6.435520697,13.34211138,3.429113061
ABTB2,3.429798082,3.778756396,6.909708083,3.96439411,6.521520384,4.077555242,3.971784605,7.034173785,3.720675941,3.882699445
ACAA1,10.02556362,15.24684267,15.00960512,37.62977313,32.20253854,38.43005605,38.09670948,21.37191525,13.08050136,22.13501553
ACAA2,22.82134877,27.15431922,22.05155642,119.0277361,103.0481233,137.0130731,139.093518,27.08905224,14.15600925,29.1746762
ACACA,48.41291907,57.47224844,25.75436649,50.86573411,37.50886879,36.51757438,37.40772643,65.85183969,60.72259407,72.26538265
ACACB,230.9837093,223.5617738,41.85497815,34.08100098,186.2481411,78.41174816,62.25164442,14.75679862,11.33643451,2.921096311
ACAD10,8.882297596,11.16051308,10.61251816,15.02633251,18.7544344,23.13020275,24.27652019,13.67922306,12.78982355,16.40168364
ACAD11,18.25707902,20.7866753,6.64852773,8.411549116,7.708761144,6.391658054,8.170933614,4.268695845,7.316360425,4.944273017
ACAD8,6.068104298,5.975707789,6.116248782,6.809806012,6.967090099,7.361250172,9.15942164,7.06410644,4.127624872,7.094091041
ACAD9,12.44401099,13.62109864,11.04230861,13.1080773,11.2607619,15.33593786,16.37347939,18.707909,13.89439922,18.25231608
ACADM,16.79721625,17.18015989,24.89478558,20.36547619,18.87595341,23.20237187,24.8844464,9.698180028,9.301689853,15.85737997
ACADS,5.980160758,12.08323266,6.017066369,38.84466809,38.27848921,46.00781358,51.14685889,6.944375822,5.203132762,13.09957476
ACADSB,25.85540092,21.31042851,11.7035247,24.04213202,23.81772662,26.84691239,29.82891295,14.09828023,14.0688059,13.77088261
ACADVL,61.91225255,107.8263744,78.85001808,170.1172666,135.9392696,151.3747278,179.0140061,45.85682655,68.13487817,58.16791785
ACAN,0.307802392,1.537865975,1.917526645,0.191825521,4.617722508,1.479466946,0.567397801,6.854577859,13.74906031,3.138817775
ACAP1,0.659576554,0.61514639,35.34199972,7.193457054,5.873418979,4.438400839,7.457228238,2.424545007,6.278640651,1.79620208
ACAP2,45.4228387,36.60121021,65.46039237,65.5403865,51.564568,58.27656386,59.86046797,54.0284412,50.6942097,71.01348424
ACAP3,14.77451481,19.81650157,9.719876443,6.55403865,8.7898753,7.722095769,9.240478469,6.405588043,5.290336104,10.6864952
ACAT1,19.61140954,19.06953809,10.9431262,25.76856172,34.14684276,44.20358559,44.54072736,8.231479962,7.208809636,15.82109306
ACAT2,3.825544014,3.251488062,8.496626686,30.40434515,11.13924289,13.45954076,17.10299085,25.92167872,4.79618383,29.06581547
ACBD3,20.7107038,22.58466032,26.74619062,45.75038687,26.81519562,27.67685726,25.65448627,27.71763798,32.03269443,36.30505415
ACBD4,7.387257406,7.293878625,4.793816613,5.498998282,5.508861939,4.510569958,6.930358851,3.502120566,4.272963776,1.995780088
ACBD5,12.1362086,11.81959849,16.29897648,32.89807693,20.17215622,24.71792337,29.54521405,27.44824409,47.40955047,36.43205834
ACBD6,9.453930609,7.996903071,8.496626686,7.289369815,7.007596437,8.227279604,7.903040796,7.992018726,8.255249745,8.799575844
ACBD7,0.04397177,0.043939028,0.429790455,0.319709202,0.243038027,0.216507358,0.405284143,3.771514455,1.656863505,1.143037687
ACCS,4.441148798,4.349963758,10.61251816,1.822342454,8.951900651,9.923253908,12.68539369,2.753804205,2.354490244,1.596624071
ACD,2.946108608,4.613597925,4.06647892,2.365848098,2.551899281,2.886764773,2.391176446,6.136194153,3.575337037,4.427003105
ACE,6.463850231,5.580256538,14.48063225,8.983828588,21.58987804,25.51178368,27.55932175,9.279122866,26.97490057,15.33121977
ACE2,0.263830622,0.527268334,1.686101016,33.15384429,11.05823022,13.38737164,10.65897297,56.93190868,2.151015779,38.50041225
ACER2,1.275181338,2.021195282,1.818344232,4.891550797,4.455697157,3.824963325,3.525972047,2.664006242,1.714999067,5.769618801
ACER3,12.31209568,12.25898877,12.23249756,39.67591202,21.225321,23.96014762,21.92587216,20.7433295,27.26557838,26.09028879
ACHE,3.297882771,1.493926947,5.058303047,2.62161546,3.524051388,3.572371407,5.836091664,2.304814389,2.616100271,1.687341347
ACIN1,71.63001378,82.82506752,90.22293474,64.58125889,62.74431723,70.43706047,79.55727734,52.50187583,55.69386799,84.9658014
ACKR1,9.937620082,4.262085703,6.281552803,2.973295583,22.7240555,9.490239192,6.200847393,0.209528581,0.087203342,0.108860732
ACKR2,0.923407176,0.131817084,0.595094476,1.662487853,1.782278863,1.623805185,1.49955133,0.179595926,0.261610027,0.326582196
ACKR3,6.287963149,4.393902786,4.033418116,3.452859386,15.02785132,10.28409951,4.86340972,4.669494087,6.743725143,3.447256516
ACKR4,0.835463635,0.703024446,1.884465841,3.197092024,1.215190134,1.587720625,1.783250231,0,3.924150407,0.127004187
ACLY,32.71499709,39.72088119,61.42697425,86.76907754,47.18988352,48.17288716,52.88958071,101.9506209,82.49436188,97.93837197
ACO1,31.13201336,33.92092951,14.31532823,42.68117852,36.90127372,35.61546039,32.99012927,32.47693003,23.71930913,54.73880479
ACO2,52.54626548,51.76017482,50.31854403,112.4417265,85.22533471,93.42292498,105.4549341,51.9930207,35.57896369,60.16369794
ACOT1,3.863359736,6.527581979,0.871813407,1.00996137,2.935899363,2.581850244,2.436162986,0.282264931,0.885113925,2.032066999
ACOT11,12.5759263,14.54381822,7.868471406,32.54639681,19.03797876,25.54786824,29.38310039,15.71464356,8.981944264,15.98438416
ACOT13,8.266692812,6.239341956,4.760755809,18.67101742,12.55696471,16.12979817,16.49506463,11.94312911,5.929827281,14.87763339
ACOT2,10.99909862,16.45252959,4.649340898,7.398390653,9.904609716,9.326054446,10.41134436,2.262010693,2.748358674,11.03122085
ACOT4,0.263830622,0.263634167,0.462851259,1.214894969,1.053164782,0.757775753,1.904835474,0.568720434,0.494152273,1.360759151
ACOT7,8.354636352,12.17111072,7.339498538,22.82723705,8.344305584,11.04187526,13.009621,14.00848226,14.59202596,24.51180818
ACOT8,2.242560284,3.29542709,4.661573396,5.722794723,5.792406304,5.44876851,5.917148493,6.495386006,4.79618383,3.9008429
ACOT9,12.53195453,15.33472072,6.876647279,9.559305152,7.129115451,7.108658254,5.836091664,10.77575559,19.76609094,6.368352827
ACOX1,43.66396788,46.48749148,41.55743091,169.158139,150.7240829,186.4128352,188.4976551,90.0074918,64.32699889,35.36159448
ACOX2,9.58584592,10.80900085,3.107715597,3.261033865,5.144304899,4.077555242,4.903938135,2.843602169,0.465084493,5.533753881
ACOX3,12.48798276,15.774111,6.281552803,7.704991778,7.817723193,8.768547999,9.15942164,4.54976347,5.406607227,5.207171685
ACP1,16.57735739,18.27863559,16.13367246,31.33150184,16.20253512,15.94937537,19.12941157,44.36019383,28.71896742,47.89872212
ACP2,7.299313866,7.381756681,10.05048448,15.56983816,9.88354642,10.4645223,13.21226307,7.932153418,23.80651247,9.343879505
ACP5,2.462419135,2.328768477,12.03413274,6.426154969,8.141773895,8.588125201,7.457228238,5.717136992,30.37583093,4.118564364
ACP6,4.880866501,5.536317511,2.810168359,5.562940122,4.293671806,3.752794205,5.51186435,5.597406374,3.517201476,4.481433471
ACPP,0.219858851,1.186353752,1.157128148,6.202358527,1.660759849,1.11862135,1.661664988,0.389124507,0.813897862,6.640504658
ACRC,1.231209568,1.713622087,1.48773619,0.895185767,0.972152107,0.866029432,1.418494502,1.287104139,1.017372328,0.852742401
ACSF2,2.946108608,4.174207647,7.637045776,13.97129215,22.27848578,26.73865871,30.55842441,12.36218627,6.220505089,3.029957043
ACSF3,11.25677319,11.42414724,18.31568554,13.81143754,14.50126893,13.53170988,17.79197389,8.800200395,9.56329988,15.16792867
ACSL1,34.86961383,26.01190449,20.16709058,25.86447448,130.6329394,33.45038681,20.22367875,14.93639455,36.85794604,45.54007293
ACSL3,28.58165068,32.82245381,19.17526645,58.15510392,33.78228571,40.19819947,38.98833459,53.45972077,52.38014098,80.15778573
ACSL4,30.51640857,30.01035603,28.66371726,20.42941803,28.59747448,19.01656294,14.02283136,48.70042872,48.68853282,35.4341683
ACSL5,4.573064109,8.348415294,34.58160122,181.594827,100.374705,139.5029077,148.0097692,236.9768249,149.7862744,76.69238576
ACSL6,0.791491865,2.021195282,4.033418116,1.055040368,0.891139431,0.974283111,1.256380844,21.67124179,0.261610027,0.562447116
ACSM3,0.307802392,1.054536669,2.545681925,11.38164761,8.303799246,12.37700397,13.65807563,4.819157359,4.563641584,73.7894329
ACSS1,16.62132916,16.5650135,18.67935439,18.83087202,14.37974991,19.5939159,21.11530387,59.74557819,12.99329801,46.4835326
ACSS2,14.15891003,17.61955017,14.28226743,125.1661527,79.87849812,86.27818216,105.6981046,42.4744366,14.47575483,62.26833876
ACSS3,7.387257406,4.086329591,3.504445248,1.438691411,8.182280233,3.608455967,2.229062788,0.359191853,0.901101205,0.762025125
ACTA2,573.2159973,993.0659687,155.187415,96.93583017,248.3038506,152.2407572,79.07093637,21.0725887,110.5157026,36.68606672
ACTB,2990.030251,4099.772297,2295.312455,2396.117206,1328.364841,1231.205176,1244.870775,1701.731268,2375.564385,1272.175726
ACTG1,241.4551466,303.1379896,866.5236788,803.4046081,630.1976033,632.6345001,698.8314484,862.7189653,909.792471,903.2790005
ACTG1P20,1.231209568,1.713622087,1.091006539,0.831243926,1.8227852,2.20115814,2.188534374,0.96921935,1.395253478,0.689451303
ACTG2,2342.947836,5475.461957,165.5685076,52.49625104,178.7544687,210.6616593,125.2328003,2.0354205,3.284659229,10.63206483
ACTL6A,10.42130956,11.07263502,12.5300448,17.90371534,8.303799246,10.28409951,10.33474566,26.40060119,15.55126272,25.32826367
ACTN1,382.6423449,624.6372201,64.79917628,71.83865778,98.60376795,78.1952408,65.21021867,63.9394424,122.4916283,129.1632586
ACTN4,98.27690657,162.442586,150.4266592,529.6302647,264.0899806,274.3869917,292.8177936,554.0800731,325.6463482,241.38053
ACTR10,18.6440306,16.52107448,14.0839026,19.66211595,12.71899007,12.16049661,12.1585243,7.303567675,12.81889133,19.75822287
ACTR1A,58.30656739,67.35852971,28.69677807,43.16074233,30.29874067,33.05345665,32.34167464,26.37066853,36.50913267,32.24092016
ACTR1B,21.19439327,22.05739199,17.91895589,16.75276221,17.66076328,15.73286801,18.35937169,19.99501314,13.66185697,28.43079453
ACTR2,89.52652428,95.96283685,265.9411092,299.855261,132.8202816,152.4572646,153.4000483,232.2474655,216.9909836,283.3826291
ACTR3,79.06124296,91.83256823,187.950672,189.1079932,77.24558616,78.05090256,77.81455553,134.4574836,167.6920274,141.8818208
ACTR3B,2.016985103,1.616077445,1.837850107,3.146258261,1.614177561,2.538548773,2.26837535,6.43701733,2.349839399,4.971669635
ACTR3C,1.192954128,0.624812976,1.666595141,2.608507383,2.112405516,3.740164609,3.5271879,4.757795418,1.690582131,4.13634495
ACTR5,2.374475595,2.548463616,3.83505329,3.580743067,3.200000685,3.067187572,3.201744733,5.687204337,4.621777146,2.993670133
ACTR6,11.3886885,7.689329876,7.934593014,9.23959595,4.779747859,5.629191308,5.268693864,5.836867609,7.906436375,7.003373765
ACTR8,9.453930609,11.86353752,13.78635536,11.98909509,10.2886098,13.67604811,12.52328003,19.75555191,9.011012045,10.37805646
ACVR1,17.23693395,19.33317226,7.438680951,8.823973987,10.81519219,9.634577431,8.429910182,9.09952694,24.38786808,9.906326621
ACVR1B,11.69649089,11.55596433,12.62922721,36.6386746,38.72405893,37.09492734,40.77158482,37.86480782,20.75439548,34.12783951
ACVR1C,2.550362676,0.834841529,2.115891471,6.55403865,20.98228297,18.29487175,18.15672962,6.555251315,4.708980488,3.828269079
ACVR2A,20.7107038,14.76351336,5.719519131,15.44195448,12.63797739,16.52672833,15.31974062,23.79646025,11.51084119,11.88396325
ACVR2B,16.269555,19.20135518,7.339498538,6.330242208,9.356964029,9.093309036,12.36116637,17.72013141,7.237877417,11.03122085
ACVRL1,11.60854735,12.21504975,17.75365187,35.48772147,43.70633847,43.84274,51.18738731,13.9186843,12.00499347,12.31940618
ACY1,1.187237797,1.933317226,3.229709965,17.32823877,9.681014731,10.32018406,13.17173466,14.78673128,6.801860705,15.80294961
ACY3,0,0.219695139,1.884465841,1.438691411,0.405063378,0.541268395,1.459022916,1.825891919,0.610423397,2.921096311
ACYP1,1.011350716,1.010597641,1.983648254,1.406720491,0.891139431,1.407297827,1.21585243,1.825891919,0.930168985,1.723628258
ACYP2,1.758870811,1.449987919,2.148952275,1.662487853,1.134177458,0.902113992,0.972681944,1.346969448,1.744066847,2.032066999
ADA,1.67092727,1.537865975,8.794173924,1.662487853,1.741772525,0.866029432,0.729511458,3.083063404,7.208809636,2.431223017
ADAL,6.200019609,5.799951678,3.339141227,3.420888466,3.362026036,4.438400839,5.025523378,1.676228647,2.238219121,2.322362285
ADAM10,39.97033918,39.94057633,59.87311645,82.51694515,57.8835567,71.05049798,72.05952069,55.79446781,105.3997731,97.26706413
ADAM12,0.747520095,0.571207362,6.347674412,1.31080773,1.984810552,0.902113992,1.21585243,3.561985874,24.91108814,3.084387409
ADAM15,16.04969615,19.64074545,15.30715236,38.68481349,26.00506886,23.92406306,28.04566272,33.6143709,31.36413547,41.60294312
ADAM17,8.794354055,11.68778141,18.44792876,12.11697877,13.48861048,12.66568044,11.83429699,20.29433969,27.52718841,19.28649304
ADAM19,47.66539898,82.25386016,77.06473465,19.66211595,20.37468791,15.15551506,19.41311047,19.99501314,67.32098031,15.36750668
ADAM1A,3.253911,3.471183201,1.917526645,2.365848098,3.362026036,4.185808921,4.620239234,2.604140933,2.092880217,1.505906794
ADAM22,6.859596163,3.822695424,9.091721162,4.443957914,7.088609113,6.350882501,3.850199362,1.975555191,2.993981421,2.939239767
ADAM23,5.540443055,7.293878625,3.603627661,2.142051656,2.713924632,2.670257415,2.229062788,0.628585743,0.465084493,0.254008375
ADAM28,2.506390906,4.437841814,29.09350772,14.51479779,11.98987599,16.31022097,19.33205364,3.502120566,20.31837877,4.299998918
ADAM32,1.363124879,1.449987919,0.363668846,1.246865889,1.09367112,1.154705909,0.567397801,3.352457294,0.523220054,0.671307848
ADAM33,48.14908845,69.51154208,12.36474078,3.99636503,12.03038232,8.948970797,5.51186435,0.598653088,0.058135562,0.870885857
ADAM8,0.879435406,1.142414724,8.430505078,2.845411902,5.30633025,2.670257415,3.201744733,1.795959264,32.87566007,1.959493178
ADAM9,58.4384827,80.2766039,24.96090719,103.3619851,41.8025406,43.4818944,37.81301058,66.06136827,142.5193292,44.83247817
ADAMDEC1,0.04397177,2.065134309,59.64169083,48.69171153,36.57722302,55.13720717,43.89227273,10.95535151,5.87169172,15.36750668
ADAMTS1,95.46271327,43.10418633,72.23785724,36.92641288,368.8507119,130.6982751,45.59446613,4.938887977,11.85965456,8.200841818
ADAMTS10,6.771652622,10.76506183,5.950944761,1.438691411,5.427849264,3.355864049,3.323329976,1.227238831,4.41830268,0.798312035
ADAMTS12,5.584414825,4.701475981,1.686101016,0.959127607,3.726583076,2.453750057,1.459022916,5.956598227,17.32439735,5.551897337
ADAMTS13,1.890786122,1.801500142,2.3473171,0.575476564,1.417721823,1.407297827,2.755932175,1.167373522,0.930168985,0.743881669
ADAMTS14,1.099294257,0.922719585,2.3473171,2.269935337,2.875949983,4.618823637,5.349750692,2.78373686,4.883387173,3.483543427
ADAMTS15,6.595765541,1.537865975,2.942411576,8.792003067,11.2607619,4.763161876,4.093369848,1.167373522,0.145338904,4.245568552
ADAMTS16,0.967378946,0.483329306,0.727337693,1.150953129,2.956962659,2.417665498,1.621136573,0.299326544,2.993981421,0.27215183
ADAMTS17,0.703548324,0.571207362,2.777107555,2.6855573,1.660759849,1.768143424,1.621136573,1.317036794,0.348813369,0.816455491
ADAMTS2,5.848245447,8.743866544,7.637045776,4.763667116,12.07088866,7.649926649,5.309222278,9.009728976,71.47767296,8.781432389
ADAMTS4,5.936188987,2.109073337,6.017066369,4.667754355,193.4987756,37.16709646,2.674875346,2.843602169,21.85897115,4.227425096
ADAMTS5,15.25820429,8.392354322,7.108072909,9.687188833,23.85823296,15.1194305,8.673080668,3.861312418,18.08015965,5.497466971
ADAMTS6,5.848245447,6.810549319,4.231782941,1.087011288,1.296202809,1.08253679,0.851096701,1.257171485,3.69160816,1.106750776
ADAMTS7,5.100725352,7.206000569,2.248134687,3.484830306,2.430380267,3.500202288,2.350648032,2.424545007,8.923808703,1.79620208
ADAMTS8,6.37590669,15.2907817,4.496269375,2.461760859,3.564557725,1.08253679,0.729511458,0.389124507,0,1.034176955
ADAMTS9,33.63840426,40.64360077,12.72840963,12.91625178,136.2633203,39.54867739,14.1444166,16.19356603,9.883045469,8.472993648
ADAMTS9-AS1,18.33622821,35.98606382,0.925702518,0.543505644,2.673418294,1.371213267,0.526869386,0,0,0
ADAMTS9-AS2,18.73197414,18.27863559,1.785283428,1.438691411,4.57721617,3.500202288,3.039631075,0.179595926,0.406948931,0.163291098
ADAMTSL1,18.46814352,8.919622656,11.14149102,5.786736564,14.21772456,15.80503713,18.23778645,0.688451051,2.703303614,1.088607321
ADAMTSL2,3.16596746,1.186353752,2.380377904,0.767302086,1.377215485,1.262959588,1.783250231,1.646295992,2.761439175,1.342615696
ADAMTSL3,89.92227021,64.59037096,7.835410602,3.165121104,16.64810483,14.46990843,10.53738773,0.239461235,0.581355616,1.143037687
ADAMTSL4,12.97167223,12.39080586,9.951302072,5.211259999,15.83797808,11.94398925,8.024626039,1.436767412,25.1145626,0.997890044
ADAMTSL4-AS1,1.934757892,2.240890421,0.495912063,0.255767362,2.187342241,1.407297827,0.93215353,0.239461235,0.494152273,0.108860732
ADAMTSL5,1.6269555,0.878780557,0.595094476,0.639418405,1.012658445,0.721691193,0.810568287,1.197306176,2.383558025,2.721518302
ADAP1,4.133346406,10.45748863,5.521154306,29.89281043,17.01266187,16.38239009,20.26420717,29.06460743,19.56261647,26.70716627
ADAP2,3.649656933,9.227195851,5.719519131,4.188190552,7.169621788,7.61384209,8.024626039,2.274881735,14.59202596,3.937129811
ADAR,109.489708,113.3626919,165.832994,156.8813056,114.3088852,125.0690838,141.241524,135.0860693,224.1997932,135.7311895
ADARB1,58.57039801,72.98272528,23.30786698,8.951857668,26.89620829,11.69139733,8.754137497,5.657271683,14.8245682,8.527424014
ADAT1,7.91491865,7.865085987,12.10025435,10.1028108,8.911394313,9.381985513,11.8748254,12.18259034,11.30736673,10.359913
